Gender,family_history,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,Obesity,Age,Weight,Height
Male,sim,sim,2.889485,3.0,Quase sempre,sim,1.279771,não,0.941424,0.008343,Quase sempre,Transporte público,Obesidade II,31,129,1.89
Male,sim,sim,2.939727,3.0,Quase sempre,sim,1.344122,não,0.923428,1.432336,Quase sempre,Transporte público,Obesidade II,31,127,1.87
Male,sim,sim,1.264234,3.0,Quase sempre,não,2.0,não,1.333435,0.002168,Quase sempre,Transporte público,Obesidade II,25,112,1.76
Male,sim,sim,1.517912,3.0,Quase sempre,não,2.038958,não,1.590255,0.00164,Quase sempre,Transporte público,Obesidade II,25,113,1.76
Male,sim,sim,2.23372,2.993634,Quase sempre,não,2.028368,não,0.863158,0.449886,Quase sempre,Transporte público,Obesidade II,24,117,1.77
Male,sim,sim,1.475906,2.999346,Quase sempre,não,2.01943,não,1.046878,0.460866,Quase sempre,Transporte público,Obesidade II,24,117,1.77
Male,sim,sim,2.032883,2.976211,Quase sempre,não,1.726109,não,0.477855,0.0,Quase sempre,Automóvel,Obesidade II,40,117,1.76
Male,sim,sim,2.046651,2.842035,Quase sempre,não,1.732072,não,0.584272,0.0,Quase sempre,Automóvel,Obesidade II,40,116,1.76
Male,sim,sim,2.667229,1.09749,Quase sempre,não,1.225958,não,0.206954,1.003011,Não,Transporte público,Obesidade II,27,102,1.68
Male,sim,sim,2.819934,1.91863,Quase sempre,não,1.0,não,1.39302,0.553311,Não,Transporte público,Obesidade II,30,100,1.7
Male,sim,sim,3.0,2.510135,Quase sempre,não,1.693362,não,0.769709,0.0,Quase sempre,Transporte público,Obesidade II,23,121,1.85
Male,sim,sim,2.954417,2.65772,Quase sempre,não,2.104696,não,0.870056,0.0,Quase sempre,Transporte público,Obesidade II,24,121,1.87
Male,sim,sim,2.826251,2.604998,Quase sempre,não,1.842173,não,1.284798,0.0,Quase sempre,Transporte público,Obesidade II,22,121,1.87
Male,sim,sim,3.0,2.567567,Quase sempre,não,2.011023,não,0.916478,0.0,Quase sempre,Transporte público,Obesidade II,23,121,1.85
Male,sim,sim,2.95841,2.434347,Quase sempre,não,1.0,não,1.930033,0.754023,Não,Transporte público,Obesidade II,24,98,1.62
Male,sim,sim,2.935157,1.845858,Quase sempre,não,1.0,não,1.089891,0.715993,Não,Transporte público,Obesidade II,26,99,1.65
Male,sim,sim,2.870895,1.627555,Quase sempre,não,1.375728,não,0.210181,1.163117,Não,Transporte público,Obesidade II,20,104,1.62
Male,sim,sim,2.869833,1.569176,Quase sempre,não,1.533682,não,0.167943,1.368262,Não,Transporte público,Obesidade II,22,104,1.64
Male,sim,sim,1.878251,3.0,Quase sempre,não,2.022933,não,0.0,0.325445,Quase sempre,Automóvel,Obesidade II,28,112,1.79
Male,sim,sim,1.750809,3.0,Quase sempre,não,2.002871,não,0.0,0.114457,Quase sempre,Automóvel,Obesidade II,30,112,1.76
Male,sim,sim,1.168856,3.0,Quase sempre,não,2.013205,não,1.246223,0.00159,Quase sempre,Transporte público,Obesidade II,25,113,1.76
Male,sim,sim,1.443674,3.0,Quase sempre,não,2.002194,não,1.386151,0.001337,Quase sempre,Transporte público,Obesidade II,25,112,1.77
Male,sim,sim,2.826036,2.371658,Quase sempre,não,1.0,não,1.996487,0.0,Não,Transporte público,Obesidade II,31,102,1.68
Male,sim,sim,2.9553,2.378211,Quase sempre,não,1.0,não,1.738267,0.394533,Não,Transporte público,Obesidade II,30,100,1.67
Male,sim,sim,2.774562,2.301129,Quase sempre,não,1.0,não,1.621733,0.138314,Não,Transporte público,Obesidade II,28,99,1.69
Male,sim,sim,2.772027,2.454432,Quase sempre,não,1.0,não,0.858554,0.051268,Não,Transporte público,Obesidade II,27,99,1.69
Male,sim,sim,2.499626,3.0,Quase sempre,sim,1.125338,não,0.94522,1.022505,Quase sempre,Transporte público,Obesidade II,31,129,1.89
Male,sim,sim,2.108638,3.0,Quase sempre,sim,1.014876,não,0.987521,0.047473,Quase sempre,Transporte público,Obesidade II,30,129,1.92
Male,sim,sim,2.467548,3.0,Quase sempre,não,2.66029,não,0.994422,0.310394,Quase sempre,Transporte público,Obesidade II,30,124,1.84
Male,sim,sim,2.585942,3.0,Quase sempre,não,2.302506,não,0.597863,0.111925,Quase sempre,Transporte público,Obesidade II,31,123,1.87
Male,sim,sim,2.14961,3.0,Quase sempre,não,2.133876,não,0.393452,0.345887,Quase sempre,Automóvel,Obesidade II,31,119,1.75
Male,sim,sim,2.938616,3.0,Quase sempre,não,2.06039,não,0.371508,1.333559,Quase sempre,Automóvel,Obesidade II,30,118,1.76
Male,sim,sim,2.535154,2.915921,Quase sempre,não,1.8924,não,0.693732,0.06741,Quase sempre,Automóvel,Obesidade II,37,117,1.75
Male,sim,sim,2.611222,2.992083,Quase sempre,não,1.796376,não,0.641954,0.20281,Quase sempre,Automóvel,Obesidade II,37,118,1.76
Male,sim,sim,1.800122,3.0,Quase sempre,não,2.0,não,1.689525,0.764452,Quase sempre,Transporte público,Obesidade II,21,116,1.76
Male,sim,sim,1.482722,3.0,Quase sempre,não,2.0,não,1.112504,0.690353,Quase sempre,Transporte público,Obesidade II,22,116,1.77
Male,sim,sim,1.735664,3.0,Quase sempre,não,2.041536,não,1.392406,0.39174,Quase sempre,Transporte público,Obesidade II,25,115,1.79
Male,sim,sim,1.655684,3.0,Quase sempre,não,2.0,não,0.976425,0.690082,Quase sempre,Transporte público,Obesidade II,23,116,1.77
Male,sim,sim,2.598207,2.849347,Quase sempre,não,2.006167,não,1.52001,0.295685,Quase sempre,Transporte público,Obesidade II,23,120,1.84
Male,sim,sim,2.225149,3.0,Quase sempre,não,2.357978,não,1.943743,0.682128,Quase sempre,Transporte público,Obesidade II,24,120,1.82
Male,sim,sim,3.0,3.0,Quase sempre,não,3.0,não,1.685369,0.264969,Quase sempre,Transporte público,Obesidade II,25,120,1.83
Male,sim,sim,3.0,3.0,Quase sempre,não,3.0,não,1.467863,0.343635,Quase sempre,Transporte público,Obesidade II,25,120,1.83
Male,sim,sim,2.519592,3.0,Quase sempre,não,2.229145,não,0.350717,1.140348,Quase sempre,Automóvel,Obesidade II,30,120,1.78
Male,sim,sim,2.111887,3.0,Quase sempre,não,2.357373,não,0.425621,1.416353,Quase sempre,Automóvel,Obesidade II,30,120,1.78
Male,sim,sim,2.970983,3.0,Quase sempre,não,2.828861,não,0.454944,1.915818,Quase sempre,Automóvel,Obesidade II,31,119,1.76
Male,sim,sim,2.907542,3.0,Quase sempre,não,2.284494,não,0.647632,1.668318,Quase sempre,Automóvel,Obesidade II,30,118,1.75
Male,sim,sim,1.451337,3.0,Quase sempre,não,2.0,não,1.384607,0.631217,Quase sempre,Transporte público,Obesidade II,24,117,1.76
Male,sim,sim,1.537505,3.0,Quase sempre,não,2.0,não,1.631912,0.631422,Quase sempre,Transporte público,Obesidade II,23,117,1.76
Male,sim,sim,1.893428,3.0,Quase sempre,não,2.0,não,1.917383,0.93648,Quase sempre,Transporte público,Obesidade II,23,119,1.75
Male,sim,sim,2.007845,2.954446,Quase sempre,não,1.968796,não,1.587406,0.838947,Quase sempre,Transporte público,Obesidade II,23,119,1.76
Male,sim,sim,2.487781,3.755976,Quase sempre,não,1.0,não,1.860765,0.0,Não,Automóvel,Obesidade II,39,108,1.71
Male,sim,sim,2.541785,2.902639,Quase sempre,não,1.0,não,1.668961,0.0,Não,Automóvel,Obesidade II,36,106,1.74
Male,sim,sim,2.813775,2.372705,Quase sempre,não,1.0,não,1.979355,0.0,Não,Transporte público,Obesidade II,33,102,1.68
Male,sim,sim,2.562687,2.100918,Quase sempre,não,1.458545,não,1.167856,0.412329,Não,Transporte público,Obesidade II,34,103,1.71
Male,sim,sim,3.0,2.272801,Quase sempre,não,1.560064,não,0.79677,0.0,Quase sempre,Transporte público,Obesidade II,22,121,1.85
Male,sim,sim,2.922511,2.692889,Quase sempre,não,1.809531,não,0.478595,0.0,Quase sempre,Transporte público,Obesidade II,22,121,1.85
Male,sim,sim,3.0,2.280545,Quase sempre,não,1.591597,não,0.932783,0.0,Quase sempre,Transporte público,Obesidade II,23,122,1.85
Male,sim,sim,2.836055,2.675411,Quase sempre,não,1.711666,não,0.93732,0.0,Quase sempre,Transporte público,Obesidade II,22,121,1.87
Male,sim,sim,2.880759,1.487674,Quase sempre,não,1.01378,não,1.00109,1.09838,Não,Transporte público,Obesidade II,24,100,1.61
Male,sim,sim,3.0,1.02075,Quase sempre,não,1.0,não,0.233056,1.707421,Não,Transporte público,Obesidade II,24,100,1.6
Male,sim,sim,2.766441,1.240424,Quase sempre,não,1.413218,não,0.165269,0.862587,Não,Transporte público,Obesidade II,20,103,1.62
Male,sim,sim,2.997524,1.154318,Quase sempre,não,1.238057,não,1.1293,1.665621,Não,Transporte público,Obesidade II,23,100,1.61
Male,sim,sim,2.320201,3.0,Quase sempre,não,2.164784,não,0.0,1.465479,Quase sempre,Automóvel,Obesidade II,28,113,1.76
Male,sim,sim,2.181057,3.0,Quase sempre,não,2.08554,não,0.0,1.439004,Quase sempre,Automóvel,Obesidade II,29,113,1.76
Male,sim,sim,1.924632,3.0,Quase sempre,não,2.006595,não,0.1768,0.511694,Quase sempre,Automóvel,Obesidade II,27,112,1.76
Male,sim,sim,1.397468,3.0,Quase sempre,não,2.01897,não,0.665439,0.062167,Quase sempre,Automóvel,Obesidade II,24,112,1.76
Male,sim,sim,2.191429,3.0,Quase sempre,não,2.102709,não,1.32534,0.380979,Quase sempre,Transporte público,Obesidade II,25,115,1.78
Male,sim,sim,2.100177,3.0,Quase sempre,não,2.099687,não,1.281165,0.247332,Quase sempre,Transporte público,Obesidade II,25,114,1.79
Male,sim,sim,2.075321,3.0,Quase sempre,não,2.144838,não,1.501754,0.276319,Quase sempre,Transporte público,Obesidade II,25,114,1.77
Male,sim,sim,1.626369,3.0,Quase sempre,não,2.109697,não,1.352973,0.076693,Quase sempre,Transporte público,Obesidade II,25,114,1.77
Male,sim,sim,1.263216,3.219347,Quase sempre,não,1.981782,não,0.482625,0.0,Quase sempre,Automóvel,Obesidade II,30,111,1.76
Male,sim,sim,1.067909,3.656401,Quase sempre,não,1.98459,não,0.054238,0.0,Quase sempre,Automóvel,Obesidade II,30,111,1.76
Male,sim,sim,2.310751,3.220181,Quase sempre,não,1.006643,não,1.15804,0.0,Não,Automóvel,Obesidade II,40,109,1.75
Male,sim,sim,2.294259,2.850948,Quase sempre,não,1.87029,não,0.917014,0.0,Não,Automóvel,Obesidade II,40,111,1.74
Male,sim,sim,2.57649,2.187145,Quase sempre,não,1.38107,não,1.928275,0.413663,Não,Transporte público,Obesidade II,30,103,1.7
Male,sim,sim,2.679664,2.415522,Quase sempre,não,1.0,não,1.987296,0.0,Não,Transporte público,Obesidade II,33,103,1.7
Male,sim,sim,2.938687,2.138375,Quase sempre,não,1.251715,não,1.181811,0.778375,Não,Transporte público,Obesidade II,30,102,1.68
Male,sim,sim,2.654792,1.077331,Quase sempre,não,1.345407,não,0.327418,0.386861,Não,Transporte público,Obesidade II,29,102,1.7
Male,sim,sim,2.731368,3.0,Quase sempre,sim,1.486824,não,1.485978,1.150439,Quase sempre,Transporte público,Obesidade II,31,127,1.88
Male,sim,sim,2.22259,3.0,Quase sempre,sim,1.591909,não,1.392026,0.917727,Quase sempre,Transporte público,Obesidade II,30,129,1.91
Male,sim,sim,2.432355,3.0,Quase sempre,não,1.336526,não,1.63812,0.090341,Quase sempre,Transporte público,Obesidade II,29,129,1.91
Male,sim,sim,2.497548,3.0,Quase sempre,não,1.362583,não,1.144076,0.173232,Quase sempre,Transporte público,Obesidade II,30,129,1.91
Male,sim,sim,2.671238,3.0,Quase sempre,não,2.145368,não,0.882709,0.593917,Quase sempre,Automóvel,Obesidade II,30,120,1.78
Male,sim,sim,2.57691,3.0,Quase sempre,não,2.080187,não,1.04268,0.376683,Quase sempre,Automóvel,Obesidade II,31,120,1.77
Male,sim,sim,2.341999,3.0,Quase sempre,não,2.299878,não,0.565242,0.921991,Quase sempre,Automóvel,Obesidade II,30,120,1.78
Male,sim,sim,2.117121,3.0,Quase sempre,não,2.193008,não,0.992829,1.556052,Quase sempre,Automóvel,Obesidade II,30,120,1.77
Male,sim,sim,2.247037,3.0,Quase sempre,não,2.718408,não,0.763595,0.0,Quase sempre,Transporte público,Obesidade II,26,119,1.82
Male,sim,sim,2.244654,3.0,Quase sempre,não,2.795752,não,0.839481,0.0,Quase sempre,Transporte público,Obesidade II,26,119,1.84
Male,sim,sim,2.128574,3.0,Quase sempre,não,2.531984,não,1.003294,0.026575,Quase sempre,Transporte público,Obesidade II,25,117,1.85
Male,sim,sim,2.068834,3.0,Quase sempre,não,2.543841,não,1.217993,0.038253,Quase sempre,Transporte público,Obesidade II,26,117,1.83
Male,sim,sim,2.073224,3.0,Quase sempre,não,2.024035,não,0.131371,0.0,Quase sempre,Automóvel,Obesidade II,37,118,1.75
Male,sim,sim,2.145114,2.888193,Quase sempre,não,2.038128,não,0.852344,0.0,Quase sempre,Automóvel,Obesidade II,37,117,1.76
Male,sim,sim,2.997951,3.0,Quase sempre,não,2.715856,não,0.739881,0.972054,Quase sempre,Automóvel,Obesidade II,28,120,1.82
Male,sim,sim,2.911312,3.0,Quase sempre,não,2.501808,não,0.94676,0.785701,Quase sempre,Automóvel,Obesidade II,27,119,1.81
Male,sim,sim,2.159033,3.0,Quase sempre,não,2.116399,não,1.331526,0.052942,Quase sempre,Transporte público,Obesidade II,25,114,1.77
Male,sim,sim,2.175276,3.0,Quase sempre,não,2.128176,não,1.306476,0.079334,Quase sempre,Transporte público,Obesidade II,25,114,1.77
Male,sim,sim,2.21965,3.0,Quase sempre,não,2.165408,não,1.315045,0.688985,Quase sempre,Transporte público,Obesidade II,25,115,1.76
Male,sim,sim,2.203962,3.0,Quase sempre,não,2.15687,não,1.289421,1.220767,Quase sempre,Transporte público,Obesidade II,25,115,1.77
Male,sim,sim,1.947495,3.0,Quase sempre,não,2.042073,não,0.0,0.618087,Quase sempre,Automóvel,Obesidade II,29,112,1.77
Male,sim,sim,2.262292,3.0,Quase sempre,não,2.115354,não,0.0,0.847587,Quase sempre,Automóvel,Obesidade II,29,112,1.76
Male,sim,sim,2.219186,3.0,Quase sempre,não,2.092326,não,0.545919,1.74288,Quase sempre,Automóvel,Obesidade II,26,113,1.78
Male,sim,sim,2.314175,3.0,Quase sempre,não,2.151809,não,0.0,1.578517,Quase sempre,Automóvel,Obesidade II,28,113,1.77
Male,sim,sim,2.423291,3.0,Quase sempre,não,2.902682,não,1.243567,0.555591,Quase sempre,Transporte público,Obesidade II,26,121,1.89
Male,sim,sim,2.637202,3.0,Quase sempre,não,2.966647,não,1.159598,0.758897,Quase sempre,Transporte público,Obesidade II,27,120,1.83
Male,sim,sim,2.974006,3.0,Quase sempre,não,2.565828,não,0.690269,1.339691,Quase sempre,Transporte público,Obesidade II,27,120,1.81
Male,sim,sim,2.347942,3.0,Quase sempre,não,2.730663,não,0.689371,0.188693,Quase sempre,Transporte público,Obesidade II,26,119,1.81
Male,sim,sim,2.654076,2.574108,Quase sempre,não,1.78471,não,1.170537,0.0,Quase sempre,Transporte público,Obesidade II,22,121,1.86
Male,sim,sim,2.739,2.740492,Quase sempre,não,1.824561,não,1.094839,0.0,Quase sempre,Transporte público,Obesidade II,22,121,1.87
Male,sim,sim,2.591292,2.956422,Quase sempre,não,2.31083,não,1.48524,0.281815,Quase sempre,Transporte público,Obesidade II,23,120,1.78
Male,sim,sim,2.611847,2.749334,Quase sempre,não,2.364849,não,1.141708,0.063005,Quase sempre,Transporte público,Obesidade II,24,120,1.79
Male,sim,sim,2.766612,3.0,Quase sempre,não,2.173417,não,1.089344,1.198439,Quase sempre,Automóvel,Obesidade II,30,120,1.76
Male,sim,sim,2.777165,3.0,Quase sempre,não,2.106861,não,0.925941,0.2916,Quase sempre,Automóvel,Obesidade II,31,120,1.77
Male,sim,sim,2.232836,3.0,Quase sempre,não,2.146398,não,0.886817,0.47787,Quase sempre,Automóvel,Obesidade II,31,118,1.75
Male,sim,sim,2.571274,3.0,Quase sempre,não,2.224164,não,1.018158,1.152899,Quase sempre,Automóvel,Obesidade II,30,118,1.76
Male,sim,sim,2.49619,3.0,Quase sempre,sim,1.662117,não,0.992371,0.217632,Quase sempre,Transporte público,Obesidade II,31,125,1.85
Male,sim,sim,2.151335,3.0,Quase sempre,sim,1.491169,não,0.883542,0.527766,Quase sempre,Transporte público,Obesidade II,31,125,1.84
Male,sim,sim,2.01695,3.0,Quase sempre,não,1.83412,não,0.797209,0.185499,Quase sempre,Transporte público,Obesidade II,30,124,1.83
Male,sim,sim,2.927187,3.0,Quase sempre,não,1.508796,não,0.902776,1.015467,Quase sempre,Transporte público,Obesidade II,30,126,1.86
Male,sim,sim,1.412566,3.0,Quase sempre,não,2.002495,não,1.592795,0.001867,Quase sempre,Transporte público,Obesidade II,25,113,1.76
Male,sim,sim,1.289315,3.0,Quase sempre,não,2.007348,não,1.376217,0.001518,Quase sempre,Transporte público,Obesidade II,25,112,1.76
Male,sim,sim,1.624366,3.0,Quase sempre,não,2.081719,não,1.538922,0.356868,Quase sempre,Transporte público,Obesidade II,25,114,1.77
Male,sim,sim,1.528331,3.0,Quase sempre,não,2.079353,não,1.522429,0.228598,Quase sempre,Transporte público,Obesidade II,25,114,1.77
Male,sim,sim,2.037042,3.0,Quase sempre,não,2.43699,não,1.016254,0.020044,Quase sempre,Transporte público,Obesidade II,25,117,1.8
Male,sim,sim,2.191108,2.993856,Quase sempre,não,2.444917,não,1.055854,0.145284,Quase sempre,Transporte público,Obesidade II,25,117,1.79
Male,sim,sim,1.431346,3.0,Quase sempre,não,2.098959,não,1.110868,0.196952,Quase sempre,Transporte público,Obesidade II,25,118,1.8
Male,sim,sim,1.84199,3.0,Quase sempre,não,2.503244,não,1.226019,0.078207,Quase sempre,Transporte público,Obesidade II,25,118,1.84
Male,sim,sim,2.13683,2.993084,Quase sempre,não,1.885926,não,0.615298,0.0,Quase sempre,Automóvel,Obesidade II,37,118,1.76
Male,sim,sim,2.499388,2.989791,Quase sempre,não,1.959777,não,0.6081,0.64676,Quase sempre,Automóvel,Obesidade II,38,119,1.75
Male,sim,sim,2.230742,2.920373,Quase sempre,não,1.831187,não,0.756277,0.0,Quase sempre,Automóvel,Obesidade II,38,117,1.77
Male,sim,sim,2.240757,2.911568,Quase sempre,não,1.895876,não,0.822186,0.0,Quase sempre,Automóvel,Obesidade II,38,118,1.77
Male,sim,sim,2.996186,1.134042,Quase sempre,não,1.270166,não,0.073065,1.551934,Não,Transporte público,Obesidade II,24,101,1.6
Male,sim,sim,2.649406,1.120102,Quase sempre,não,1.153286,não,0.216908,0.619012,Não,Transporte público,Obesidade II,26,103,1.69
Male,sim,sim,2.525884,2.040582,Quase sempre,não,1.0,não,1.67036,0.023959,Não,Transporte público,Obesidade II,33,103,1.71
Male,sim,sim,2.736647,2.015675,Quase sempre,não,1.0,não,1.977918,0.056351,Não,Transporte público,Obesidade II,32,102,1.7
Male,sim,sim,2.684335,2.711238,Quase sempre,não,2.732331,não,1.156024,0.442456,Quase sempre,Transporte público,Obesidade II,23,121,1.83
Male,sim,sim,3.0,2.695396,Quase sempre,não,2.628816,não,0.975384,0.0,Quase sempre,Transporte público,Obesidade II,23,121,1.85
Male,sim,sim,2.425503,2.996834,Quase sempre,não,2.017602,não,1.580263,0.531769,Quase sempre,Transporte público,Obesidade II,23,119,1.77
Male,sim,sim,1.469384,2.996444,Quase sempre,não,2.067741,não,1.082236,0.150544,Quase sempre,Transporte público,Obesidade II,24,118,1.79
Male,sim,sim,2.906269,2.894142,Quase sempre,não,2.435489,não,1.266739,0.36216,Quase sempre,Transporte público,Obesidade II,24,121,1.85
Male,sim,sim,2.808027,2.683061,Quase sempre,não,2.640483,não,1.280191,0.0,Quase sempre,Transporte público,Obesidade II,24,121,1.87
Male,sim,sim,2.636719,2.806341,Quase sempre,não,1.967591,não,1.525384,0.315595,Quase sempre,Transporte público,Obesidade II,22,120,1.82
Male,sim,sim,2.996717,2.791366,Quase sempre,não,2.626309,não,1.194898,0.034897,Quase sempre,Transporte público,Obesidade II,23,120,1.82
Male,sim,sim,2.880483,1.703299,Quase sempre,não,1.006378,não,1.076729,1.058007,Não,Transporte público,Obesidade II,24,100,1.61
Male,sim,sim,2.885693,1.685134,Quase sempre,não,1.011849,não,0.503105,1.217929,Não,Transporte público,Obesidade II,24,100,1.61
Male,sim,sim,2.913452,2.269799,Quase sempre,não,1.0,não,1.889937,0.378818,Não,Transporte público,Obesidade II,30,101,1.65
Male,sim,sim,2.919526,2.142328,Quase sempre,não,1.175714,não,0.958555,0.636289,Não,Transporte público,Obesidade II,30,102,1.65
Male,sim,sim,2.724121,1.437959,Quase sempre,não,1.590418,não,0.029603,1.122118,Não,Transporte público,Obesidade II,20,105,1.66
Male,sim,sim,2.801992,1.343117,Quase sempre,não,1.128942,não,0.233987,0.81998,Não,Transporte público,Obesidade II,20,101,1.64
Male,sim,sim,2.748971,1.213431,Quase sempre,não,1.448875,não,0.128548,1.239038,Não,Transporte público,Obesidade II,25,104,1.66
Male,sim,sim,2.680375,1.089048,Quase sempre,não,1.366238,não,0.181324,1.041677,Não,Transporte público,Obesidade II,26,102,1.69
Female,sim,sim,3.0,3.0,Quase sempre,não,1.023328,não,0.05093,1.0,Quase sempre,Transporte público,Obesidade III,25,102,1.61
Female,sim,sim,3.0,3.0,Quase sempre,não,1.197667,não,0.0,0.534769,Quase sempre,Transporte público,Obesidade III,26,105,1.58
Female,sim,sim,3.0,3.0,Quase sempre,não,2.838893,não,1.990317,0.735868,Quase sempre,Transporte público,Obesidade III,18,137,1.79
Female,sim,sim,3.0,3.0,Quase sempre,não,2.181811,não,1.995582,0.939665,Quase sempre,Transporte público,Obesidade III,18,149,1.8
Female,sim,sim,3.0,3.0,Quase sempre,não,2.774014,não,0.0,0.138418,Quase sempre,Transporte público,Obesidade III,26,111,1.66
Female,sim,sim,3.0,3.0,Quase sempre,não,1.031354,não,0.0,0.37465,Quase sempre,Transporte público,Obesidade III,26,105,1.6
Female,sim,sim,3.0,3.0,Quase sempre,não,1.66616,não,0.210351,0.73421,Quase sempre,Transporte público,Obesidade III,25,104,1.68
Female,sim,sim,3.0,3.0,Quase sempre,não,1.471664,não,0.143955,0.444532,Quase sempre,Transporte público,Obesidade III,25,109,1.68
Female,sim,sim,3.0,3.0,Quase sempre,não,1.347559,não,0.462951,0.31794,Quase sempre,Transporte público,Obesidade III,22,121,1.66
Female,sim,sim,3.0,3.0,Quase sempre,não,1.338241,não,1.92628,0.886135,Quase sempre,Transporte público,Obesidade III,21,133,1.69
Female,sim,sim,3.0,3.0,Quase sempre,não,2.679137,não,0.0,0.479348,Quase sempre,Transporte público,Obesidade III,26,109,1.62
Female,sim,sim,3.0,3.0,Quase sempre,não,2.578292,não,0.0,0.492394,Quase sempre,Transporte público,Obesidade III,26,110,1.58
Female,sim,sim,3.0,3.0,Quase sempre,não,1.302193,não,1.742453,0.94232,Quase sempre,Transporte público,Obesidade III,21,131,1.73
Female,sim,sim,3.0,3.0,Quase sempre,não,2.408442,não,0.194056,0.803141,Quase sempre,Transporte público,Obesidade III,22,114,1.66
Female,sim,sim,3.0,3.0,Quase sempre,não,1.705218,não,0.390937,0.998646,Quase sempre,Transporte público,Obesidade III,21,127,1.75
Female,sim,sim,3.0,3.0,Quase sempre,não,2.374958,não,0.750111,0.671458,Quase sempre,Transporte público,Obesidade III,21,152,1.73
Female,sim,sim,3.0,3.0,Quase sempre,não,2.869234,não,1.465931,0.627886,Quase sempre,Transporte público,Obesidade III,18,133,1.75
Female,sim,sim,3.0,3.0,Quase sempre,não,2.987406,não,0.38926,0.526776,Quase sempre,Transporte público,Obesidade III,24,114,1.72
Female,sim,sim,3.0,3.0,Quase sempre,não,2.737091,não,0.0,0.037078,Quase sempre,Transporte público,Obesidade III,26,111,1.63
Female,sim,sim,3.0,3.0,Quase sempre,não,2.623489,não,0.0,0.138563,Quase sempre,Transporte público,Obesidade III,26,111,1.64
Female,sim,sim,3.0,3.0,Quase sempre,não,2.612758,não,0.24629,0.802136,Quase sempre,Transporte público,Obesidade III,25,104,1.65
Female,sim,sim,3.0,3.0,Quase sempre,não,2.687378,não,0.0,0.410651,Quase sempre,Transporte público,Obesidade III,26,107,1.63
Female,sim,sim,3.0,3.0,Quase sempre,não,1.852692,não,1.46361,0.962336,Quase sempre,Transporte público,Obesidade III,20,130,1.74
Female,sim,sim,3.0,3.0,Quase sempre,não,2.86559,não,0.973864,0.58345,Quase sempre,Transporte público,Obesidade III,24,132,1.74
Female,sim,sim,3.0,3.0,Quase sempre,não,1.003563,não,0.008127,1.0,Quase sempre,Transporte público,Obesidade III,25,102,1.58
Female,sim,sim,3.0,3.0,Quase sempre,não,1.077253,não,0.162083,0.824607,Quase sempre,Transporte público,Obesidade III,25,103,1.61
Female,sim,sim,3.0,3.0,Quase sempre,não,2.714949,não,1.999773,0.813784,Quase sempre,Transporte público,Obesidade III,18,142,1.82
Female,sim,sim,3.0,3.0,Quase sempre,não,2.154949,não,1.999897,0.957463,Quase sempre,Transporte público,Obesidade III,18,152,1.83
Female,sim,sim,3.0,3.0,Quase sempre,não,2.893117,não,0.0,0.01931,Quase sempre,Transporte público,Obesidade III,26,111,1.66
Female,sim,sim,3.0,3.0,Quase sempre,não,2.70914,não,0.0,0.110518,Quase sempre,Transporte público,Obesidade III,26,111,1.64
Female,sim,sim,3.0,3.0,Quase sempre,não,1.570188,não,0.210351,0.881848,Quase sempre,Transporte público,Obesidade III,25,104,1.67
Female,sim,sim,3.0,3.0,Quase sempre,não,1.412049,não,0.143955,0.753077,Quase sempre,Transporte público,Obesidade III,25,104,1.67
Female,sim,sim,3.0,3.0,Quase sempre,não,1.15635,não,0.786828,0.366385,Quase sempre,Transporte público,Obesidade III,20,124,1.67
Female,sim,sim,3.0,3.0,Quase sempre,não,1.154698,não,1.71836,0.959218,Quase sempre,Transporte público,Obesidade III,20,129,1.69
Female,sim,sim,3.0,3.0,Quase sempre,não,2.691584,não,0.0,0.425473,Quase sempre,Transporte público,Obesidade III,26,110,1.62
Female,sim,sim,3.0,3.0,Quase sempre,não,2.709654,não,0.0,0.25115,Quase sempre,Transporte público,Obesidade III,26,110,1.64
Female,sim,sim,3.0,3.0,Quase sempre,não,1.485736,não,1.950374,0.869238,Quase sempre,Transporte público,Obesidade III,21,135,1.73
Female,sim,sim,3.0,3.0,Quase sempre,não,2.874336,não,1.624981,0.825609,Quase sempre,Transporte público,Obesidade III,20,133,1.75
Female,sim,sim,3.0,3.0,Quase sempre,não,2.641489,não,0.481555,0.735201,Quase sempre,Transporte público,Obesidade III,20,138,1.81
Female,sim,sim,3.0,3.0,Quase sempre,não,2.417122,não,0.952725,0.573958,Quase sempre,Transporte público,Obesidade III,20,155,1.81
Female,sim,sim,3.0,3.0,Quase sempre,não,2.900857,não,1.508897,0.625371,Quase sempre,Transporte público,Obesidade III,18,133,1.75
Female,sim,sim,3.0,3.0,Quase sempre,não,2.95311,não,1.445148,0.67321,Quase sempre,Transporte público,Obesidade III,21,133,1.75
Female,sim,sim,3.0,3.0,Quase sempre,não,2.617988,não,0.0,0.156187,Quase sempre,Transporte público,Obesidade III,26,111,1.63
Female,sim,sim,3.0,3.0,Quase sempre,não,2.55057,não,0.0,0.20482,Quase sempre,Transporte público,Obesidade III,26,111,1.64
Female,sim,sim,3.0,3.0,Quase sempre,não,2.653531,não,0.190061,0.692343,Quase sempre,Transporte público,Obesidade III,25,104,1.64
Female,sim,sim,3.0,3.0,Quase sempre,não,1.698767,não,0.0,0.54396,Quase sempre,Transporte público,Obesidade III,26,104,1.62
